id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
"15257676","Classic Koreatown Pad-- 1920s Charm, Hip Locale","48777044",Thomas,Koreatown,34.05862,-118.29457,Entire home/apt,"60","1","0"
"15300902",STUDIO 30 ~ Remodeled Motel Room in Koreatown,"51008136",Dennis,Koreatown,34.05895,-118.30535,Private room,"65","1","214"
"15304572",Nice Private Living Room for Female,"36697160",Cherita,Koreatown,34.05586,-118.29931,Private room,"45","3","40"
"15395715",1 Bedroom Apartment in LA Downtown - Berendo St,"16644446",Corporate,Koreatown,34.06086,-118.29009,Entire home/apt,"199","2","129"
"15395955",2BR Fully Furnished Apt LA Downtown,"16644446",Corporate,Koreatown,34.06079,-118.29102,Entire home/apt,"349","2","48"
"15396378",Fully Furnished 1BR Apt LA Downtown - Berendo St,"16644446",Corporate,Koreatown,34.06258,-118.29125,Entire home/apt,"199","3","155"
"15448633",Relax at a High Fashion-Inspired Hollywood Condo,"11341922",Perle Paris,Koreatown,34.06874,-118.29091,Entire home/apt,"125","1","359"
"15486108",#4 KOREATOWN Charming 2BD + Parking,"1492783",Joanna,Koreatown,34.05982,-118.30244,Entire home/apt,"165","2","314"
"15605445",5-STAR LA 2BED/2BATH HIGHRISE + BREATHTAKING VIEW,"16472083",Lia,Koreatown,34.06065,-118.29065,Entire home/apt,"199","2","165"
"15605653",Spacious 1 BR in Central LA. Parking included!,"20811443",Ernest,Koreatown,34.07276,-118.2942,Entire home/apt,"89","2","0"
"15708247",Eclectic Studio in East Hollywood!,"93966292",Ariana,Koreatown,34.07618,-118.29601,Entire home/apt,"60","2","0"
"15723075",2BED/2BATH LA LUX HIGHRISE + VIEWS! ⭐⭐⭐⭐⭐,"16472083",Lia,Koreatown,34.06096,-118.28987,Entire home/apt,"199","2","48"
"15733644",Entire place single apt.,"72921764",Samy,Koreatown,34.06375,-118.31053,Entire home/apt,"69","2","0"
"15768071",Separate Entrance Cozy Nook,"5469474",Angel BnB’s,Koreatown,34.05347,-118.30309,Private room,"70","2","206"
"15798828",Korea-town  LA’s hippest walker’s paradise #18,"102218492",Justin,Koreatown,34.05569,-118.3038,Entire home/apt,"110","1","148"
"15858393",SUMMER SUBLEASE: Cozy 1 Bed in Heart of Koreatown,"27321836",Jordan,Koreatown,34.05987,-118.29017,Entire home/apt,"97","1","0"
"15917221",LA mid-century modern apartment,"6951440",Alex,Koreatown,34.07111,-118.29838,Entire home/apt,"139","3","19"
"15971959",Modern stay in the heart of Koreatown,"2380186",Jeff,Koreatown,34.06121,-118.29107,Entire home/apt,"75","4","0"
"15983204",GORGEOUS Vintage apartment in 1920s French Chateau,"103849007",Aeone,Koreatown,34.06773,-118.29667,Entire home/apt,"85","14","354"
"16041366",#1 Koreatown close to Vermont station 1 Parking,"104401655",Penyulak,Koreatown,34.06337,-118.29605,Entire home/apt,"104","1","330"
"16263502","Guest House, very spacious, great location.","66534348",Christina,Koreatown,34.0737,-118.31105,Entire home/apt,"105","4","302"
"16315246","Ktown Spacious and comfortable 3bd,3Bath&Parking","105752579",Carlos,Koreatown,34.05787,-118.30068,Entire home/apt,"255","1","285"
"16316451",Welcome to L.A. Koreatown Studio!,"80154503",Cergio,Koreatown,34.0708,-118.29432,Entire home/apt,"85","3","0"
"16369946",One bedroom Koreatown,"94132766",Arlene,Koreatown,34.0552,-118.3042,Private room,"55","2","167"
"16405789",Brand New - Modern Designer Studio,"13358914",Slo,Koreatown,34.06931,-118.2958,Entire home/apt,"112","2","0"
"16417445",K-Town/DTLA One Bedroom Man Cave,"26267432",Ras,Koreatown,34.06898,-118.30044,Entire home/apt,"71","5","31"
"16418029",Olympic Shared Space 4,"37731911",Kylie,Koreatown,34.05292,-118.31742,Shared room,"24","1","347"
"16427422",Amazing views! Private Bed + Bath,"107695952",Jennifer,Koreatown,34.07522,-118.29471,Private room,"70","2","0"
"16441426",Koreatown Creative Oasis! (STUDIO),"146693",Anika,Koreatown,34.05485,-118.29897,Entire home/apt,"63","7","0"
"16498996",A/C+Heated Studio: PrivateEntry Kitchen Bath Park,"108379628",Julie,Koreatown,34.07606,-118.30281,Entire home/apt,"85","90","136"
"16517205","The Hidden Gem; complete with a view","108586945",Clare,Koreatown,34.07353,-118.29986,Private room,"70","1","10"
"16690525",Explore Hollywood and Los Angeles!!,"106657586",Dinah,Koreatown,34.06637,-118.30547,Entire home/apt,"99","6","0"
"16826934",COZY PRIVATE ROOM & BATH -CLOSE TO TRAIN STATION,"64824360",Czee,Koreatown,34.05798,-118.30111,Private room,"60","1","6"
"16832091",Stunning apartment in Koreatown #7,"102218492",Justin,Koreatown,34.05516,-118.30358,Entire home/apt,"145","1","205"
"16870463",>>> BoHo Chic KTown<<>>,"13079378",Coco,Koreatown,34.06471,-118.31005,Entire home/apt,"109","5","345"
"16930371",Completely Remodelled Apartment in Koreatown #3,"102218492",Justin,Koreatown,34.0556,-118.3033,Entire home/apt,"145","1","203"
"17049316",Los Angeles Luxury Glass Highrise,"52267271",Michelle,Koreatown,34.06146,-118.29022,Entire home/apt,"299","1","348"
"17070963",Modern White Marble 1 Bedroom in heart of K-Town,"6074717",Corey,Koreatown,34.06483,-118.29987,Entire home/apt,"149","4","34"
"17107162",Contemporary Open Plan Apartment in Koreatown #13,"102218492",Justin,Koreatown,34.05583,-118.30564,Entire home/apt,"145","1","176"
"17107311",Modern Open Plan Apartment in Koreatown #14,"102218492",Justin,Koreatown,34.05406,-118.30491,Entire home/apt,"145","1","171"
"17125959",Rooftop Loft in Koreatown,"24258682",Kinsey,Koreatown,34.06415,-118.29864,Entire home/apt,"164","1","0"
"17495887",LA atelier / art deco - one bedroom apartment .,"12604117",Guillermo,Koreatown,34.05741,-118.30744,Entire home/apt,"120","2","173"
"17528800",Stanley House Room #1 with Private bathroom,"118689294",Stanley,Koreatown,34.0557,-118.31888,Private room,"45","30","87"
"17547478",Heart of LA -Korea town  bungalow,"72330346",Jessica,Koreatown,34.05757,-118.30121,Entire home/apt,"10","31","43"
"17585662",Stanley House Room #2 with Private bathroom,"118689294",Stanley,Koreatown,34.05571,-118.31893,Private room,"45","30","171"
"17587463",Stanley House #3 with Private bathroom (hallway),"118689294",Stanley,Koreatown,34.05748,-118.32028,Private room,"45","30","135"
"17607413",Cozy Koreatown,"94132766",Arlene,Koreatown,34.05451,-118.30573,Private room,"33","2","162"
"17625026",K-Town/Silverlake Humble Studio Apartment,"118389001",Symeon,Koreatown,34.07481,-118.28813,Entire home/apt,"71","2","0"
"17997950","Bright & sunny studio apartment, Koreatown","17455422",Sameen,Koreatown,34.07544,-118.29477,Entire home/apt,"100","2","149"
"18022444",Luxurious place/ Amazing Place,"72604524",Sung,Koreatown,34.06179,-118.28988,Entire home/apt,"129","1","165"
"18182640",The DTLA View,"16886555",SoCAL Hospitality,Koreatown,34.0618,-118.29135,Entire home/apt,"155","1","0"
"18199933",K-Town Studio,"17782404",Sarah Jean,Koreatown,34.06515,-118.29741,Entire home/apt,"69","5","0"
"18242567",Enormous Home Sleeps 16 in Los Angeles w/parking,"43941929",Sean & Jenny,Koreatown,34.05639,-118.32087,Entire home/apt,"398","3","7"
"18245803",MASTER BEDROOM 15 MIN AWAY FROM EVERYTHING!,"67106871",Dimitri,Koreatown,34.07467,-118.30957,Private room,"80","2","83"
"18299295",3 BEDROOMS HOUSE IN KOREA TOWN WITH WIFI/2 PARKING,"120016074",Alex,Koreatown,34.05449,-118.31049,Entire home/apt,"159","2","162"
"18341735","Beautiful, Bright Studio Haven","27973696",Sarah,Koreatown,34.06893,-118.29438,Entire home/apt,"70","2","0"
"18492755",2 Bedrooms amazing location close to Hollywood/DT.,"120016074",Alex,Koreatown,34.05591,-118.30982,Entire home/apt,"90","2","135"
"18526185",Koreatown Gem/Charming & Spacious,"65911",Danny,Koreatown,34.05717,-118.31311,Entire home/apt,"99","2","89"
"18528652","Centrally located KoreaTown ExLarge 1Bed,1 Parking","104282145",Tetsuko,Koreatown,34.05508,-118.32179,Entire home/apt,"53","13","63"
"18564882",Spacious Chic + Cozy Koreatown 1 BD Apartment,"770645",Kristin,Koreatown,34.07174,-118.2953,Entire home/apt,"74","2","0"
"18692614",Cozy Studio | Wilshire/Vermont,"8575107",Yuri,Koreatown,34.06425,-118.29341,Entire home/apt,"100","2","133"
"18757445",Private Los Angeles Studio,"45705293",Sef,Koreatown,34.05819,-118.3005,Entire home/apt,"65","1","0"
"18775084",CLEAN AND SPACIOUS 3&1/2 BDRM 2BATH APT NEAR DTLA,"64225273",Jonathan,Koreatown,34.07446,-118.29222,Entire home/apt,"280","1","195"
"18808986",Peaceful Guest House Retreat in the Heart of LA,"105720575",Arielle,Koreatown,34.07056,-118.31067,Entire home/apt,"175","3","159"
"18811853","Simple, Clean, Private Room close to all!    #3","1466173",Kelly,Koreatown,34.06078,-118.29246,Private room,"48","2","345"
"18845511","One bedroom Apt in Koreatown, Los Angeles!","66980867",David,Koreatown,34.066,-118.30071,Entire home/apt,"98","1","150"
"18898908",Breath taking ariel views from Luxury Loft,"30547737",T S L,Koreatown,34.06205,-118.29043,Entire home/apt,"199","2","170"
"18979747",Entire Beautiful Studio/LA + Turo if needed,"44284009",George,Koreatown,34.05932,-118.29088,Entire home/apt,"100","2","322"
"18979866",Beautiful studio in LA / Turo car rental if needed,"44284009",George,Koreatown,34.06029,-118.28996,Entire home/apt,"110","2","332"
"19043351","Large 1 bedroom, located in Ktown. Good vibes!","85685980",Crystal,Koreatown,34.05613,-118.30606,Entire home/apt,"75","60","0"
"19067979",LA* Luxury Urban Resort Living/ Modern/ Cozy,"58401524",Norwood,Koreatown,34.06969,-118.28772,Entire home/apt,"95","60","358"
"19078343",Entire beautiful studio LA / Turo car if needed,"44284009",George,Koreatown,34.05569,-118.2963,Entire home/apt,"85","2","343"
"19102224",ULTRA LUX MASTER SUITE - Stunning View w/ Parking,"98720798",AirIt Travel,Koreatown,34.0602,-118.29078,Private room,"99","1","343"
"19142427",Central Location! 2BR/2 BATH/2 Parking Spots #5,"29605081",Albert,Koreatown,34.05614,-118.30292,Entire home/apt,"99","1","282"
"19143635",HUGE Dual Master 2Bd/2Ba/2Parking Koreatown #4,"29605081",Albert,Koreatown,34.06338,-118.29771,Entire home/apt,"99","1","319"
"19249926",Couch in the heart of Koreatown,"51514642",Mina,Koreatown,34.06737,-118.29623,Shared room,"30","1","0"
"19318468",Beautiful Studio with downtown veiws | Koreatown,"12710993",Calvin,Koreatown,34.07551,-118.2949,Entire home/apt,"95","4","41"
"19366723",Central * 2 Queen Beds * Netflix,"131686410",Erica And Becca,Koreatown,34.06598,-118.29617,Entire home/apt,"125","2","240"
"19367258",Koreatown 1 Bedroom Apartment,"131686410",Erica And Becca,Koreatown,34.06538,-118.29512,Entire home/apt,"130","2","257"
"19412129",Hotelktown room101,"48894097",Hotelktown,Koreatown,34.05472,-118.29075,Private room,"80","1","365"
"19416208",5’ walk to Metro. Private Bath. Safe neighborhood.,"122757802",Hanna,Koreatown,34.05936,-118.30186,Private room,"85","5","0"
"19416237",Hotelktown,"48894097",Hotelktown,Koreatown,34.05447,-118.28982,Private room,"90","1","365"
"19424919",Hotelktown room 210,"48894097",Hotelktown,Koreatown,34.05337,-118.28954,Private room,"80","1","365"
"19430786",Hotelktown room 201,"48894097",Hotelktown,Koreatown,34.05524,-118.2908,Private room,"77","1","90"
"19430982",Hotelktown room 202,"48894097",Hotelktown,Koreatown,34.05504,-118.28963,Private room,"100","1","90"
"19431183",Hotelktown room 203,"48894097",Hotelktown,Koreatown,34.05487,-118.28938,Private room,"100","1","90"
"19431310","Hotelktown room 204,205","48894097",Hotelktown,Koreatown,34.05339,-118.29088,Private room,"140","1","90"
"19435739",Hotelktown room 207,"48894097",Hotelktown,Koreatown,34.05381,-118.28928,Private room,"90","1","90"
"19435870",Hotelktown room 208,"48894097",Hotelktown,Koreatown,34.05332,-118.28978,Private room,"80","1","90"
"19436123",Hotelktown room 302,"48894097",Hotelktown,Koreatown,34.05328,-118.29104,Private room,"90","1","90"
"19436233",Hotelktown room 303,"48894097",Hotelktown,Koreatown,34.05378,-118.29068,Private room,"115","1","365"
"19436374",Hotelktown room 304,"48894097",Hotelktown,Koreatown,34.05303,-118.28933,Private room,"115","1","365"
"19439569",Hotelktown room 301,"48894097",Hotelktown,Koreatown,34.05375,-118.2905,Private room,"70","2","365"
"19459049",Hotelktown room209,"48894097",Hotelktown,Koreatown,34.05448,-118.28937,Private room,"70","2","365"
"19491152",Cheery bright private room in K-town,"6842396",Rosa & Esfandiar,Koreatown,34.05672,-118.31924,Private room,"75","2","61"
"19503712",Room in Historic 1930's Koreatown Apartment,"17080116",Ilia,Koreatown,34.0555,-118.30534,Private room,"80","10","0"
"19573163",STUDIO 33 ~Ultimate Crash Pad with 4 beds ~ Motel,"51008136",Dennis,Koreatown,34.05938,-118.30593,Entire home/apt,"50","1","71"
"19573785",STUDIO 31 ~ Bunk Beds! 5 min to Subway ~ Koreatown,"51008136",Dennis,Koreatown,34.0577,-118.30544,Private room,"60","1","237"
"19573956",STUDIO 32 ~ Koreatown 2 beds! Only avail on Airbnb,"51008136",Dennis,Koreatown,34.05927,-118.30692,Entire home/apt,"60","1","166"
"19589591",Koreatown N.Y. style studio on top floor.,"9522139",Javier,Koreatown,34.07111,-118.30139,Entire home/apt,"76","30","90"
"19636719",Guest Room in Historic 1930's Koreatown Apartment,"17080116",Ilia,Koreatown,34.05516,-118.30554,Private room,"70","1","26"
"19683667",wanderlust studio in Koreatown,"138644689",Christelle,Koreatown,34.06314,-118.29488,Entire home/apt,"59","5","0"
"19813627",Cozy private room in KoreaTown luxury apartment,"104801619",Monika,Koreatown,34.06714,-118.29494,Private room,"40","1","0"
"19826706","Cute kore town apartment, 1 room available","140100265",Lindsey,Koreatown,34.06399,-118.29361,Private room,"80","1","0"
"19827444",Larchmont Art-Deco 1 Bedroom,"9854790",Ildar,Koreatown,34.06617,-118.31405,Entire home/apt,"85","3","0"
"19902455",4-Gorgeous Newly Renovated Unit In KoreaTown,"324967",Dan,Koreatown,34.07032,-118.29844,Entire home/apt,"299","3","355"
"19946364",2-Stunning Renovated Apartment in Koreatown,"324967",Dan,Koreatown,34.07089,-118.29801,Entire home/apt,"299","3","314"
"19983488",Bright Koreatown 1 Bedroom ★ Restaurants,"131686410",Erica And Becca,Koreatown,34.06498,-118.29551,Entire home/apt,"125","2","254"
"20012235","MINT Green Private Room - Koreatown, Central  LA","142065266",Danny,Koreatown,34.05766,-118.30261,Private room,"45","1","44"
"20013013",HAPPY Private Room in Korea-Town Central LA,"142065266",Danny,Koreatown,34.05666,-118.30278,Private room,"45","1","218"
"20035441",LOTUS Private Room - Central Location to LA,"142065266",Danny,Koreatown,34.05756,-118.3044,Private room,"55","1","218"
"20178378",Luxury Penthouse with City Views + Hollywood,"43831951",Mo,Koreatown,34.06186,-118.29052,Entire home/apt,"299","2","0"
"20184100",cool + convenient 1 BedRoom in Koreatown,"17296559",Rami,Koreatown,34.06727,-118.30028,Entire home/apt,"60","14","162"
"20207721",hotelktown room 3A,"48894097",Hotelktown,Koreatown,34.05481,-118.29043,Private room,"135","2","365"
"20208016",hotelktown room3B,"48894097",Hotelktown,Koreatown,34.05508,-118.29056,Private room,"105","2","365"
"20208205",hotelktown room5A,"48894097",Hotelktown,Koreatown,34.05378,-118.29088,Private room,"130","1","365"
"20208375",hotelktown room5B,"48894097",Hotelktown,Koreatown,34.05449,-118.29106,Private room,"110","1","365"
"20232316",Sunny Yellow Bedroom in Ktown,"66840203",Laura,Koreatown,34.06506,-118.29531,Private room,"65","1","0"
"20327944",Ktown LA,"68228254",Yuni,Koreatown,34.06694,-118.30145,Entire home/apt,"63","1","0"
"20354438",hotelktown room 4A,"48894097",Hotelktown,Koreatown,34.05306,-118.2904,Private room,"110","1","365"
"20356168",hotelktown room 4B,"48894097",Hotelktown,Koreatown,34.05444,-118.28924,Private room,"80","1","365"
"20366997",*2bd/2bth* Penthouse High-Rise,"140303683",Mike,Koreatown,34.0603,-118.28985,Entire home/apt,"195","1","0"
"20521650",Beautiful '20's style apartment -606,"146510590",Mark,Koreatown,34.0597,-118.29394,Entire home/apt,"100","2","168"
"20541543",Studio with Private Entrance in Koreatown,"16475565",Mitchell,Koreatown,34.06702,-118.29421,Private room,"53","1","0"
"20589309",Million dollar views from Luxury High Rise,"30547737",T S L,Koreatown,34.06209,-118.29031,Entire home/apt,"199","2","351"
"20604876",Romantic Brick Loft Apt. Paramount Location.,"147251789",Courtney,Koreatown,34.06023,-118.31054,Entire home/apt,"70","2","0"
"20666699",Cheery 1 Bedroom Apartment in Koreatown,"23428789",Caitlyn,Koreatown,34.05539,-118.30489,Entire home/apt,"65","1","0"
"20730610",Spacious Studio,"10439957",Jill,Koreatown,34.06201,-118.31371,Entire home/apt,"100","2","0"
"20756667",Charming Koreatown Craftsman,"50287939",Brad,Koreatown,34.05482,-118.2989,Entire home/apt,"115","2","196"
"20788766",Lovely Rm with Stained Glass Windows,"5469474",Angel BnB’s,Koreatown,34.05355,-118.30388,Private room,"79","2","9"
"20819231",Potato Eater Studios: Live/Work space in Koreatown,"10498219",Joel,Koreatown,34.06405,-118.30792,Private room,"60","1","82"
"20832819",Sunny & Cozy Chez Catalina in K-town + Parking!,"4074048",Melissa,Koreatown,34.07114,-118.29568,Private room,"95","1","0"
"20960878",Little Prince Private Room - Koreatown Central LA,"142065266",Danny,Koreatown,34.0562,-118.30414,Private room,"45","1","236"
"21014100",Vintage Hollywood inspired 1 bedroom apartment,"46597893",Allie,Koreatown,34.06962,-118.29844,Entire home/apt,"63","4","0"
"21047893",Beautiful Private Room currently available,"27194041",Mustafa,Koreatown,34.06712,-118.30743,Private room,"46","20","365"
"21058597",1 Bedroom Apartment ★ GreatLocation,"21053971",Erica,Koreatown,34.06537,-118.29407,Entire home/apt,"125","2","169"
"21113898",Cozy & Convenient Private Bed/Bath in Koreatown!,"1375368",Kelly,Koreatown,34.06333,-118.31179,Private room,"90","2","292"
"21127830",Huge Charming 1 bed Apt in hip Ktown,"107747134",Susan,Koreatown,34.05923,-118.3123,Private room,"500","14","263"
"21152256",Creative Studio Apartment in Koreatown,"21149712",Nishant,Koreatown,34.05495,-118.29116,Entire home/apt,"60","2","0"
"21191393",Two Houses: Buy One Get One Home Free Sleeps 27!,"43941929",Sean & Jenny,Koreatown,34.07563,-118.30534,Entire home/apt,"550","3","310"
"21230579",Stylish Apt |Free Coffee+WiFi| Heart of Koreatown!,"131686410",Erica And Becca,Koreatown,34.06537,-118.29444,Entire home/apt,"115","2","160"
"21230897",Nice Sunny Apartment | Free Coffee/Tea & Netflix,"131686410",Erica And Becca,Koreatown,34.06409,-118.29592,Entire home/apt,"105","2","169"
"21297076",Live the High Life at a Glamorous Koreatown Condo,"1717893",Natalie,Koreatown,34.05547,-118.30704,Private room,"95","3","338"
"21323585",CHARMING 1BR/1BATH APARTMENT IN KOREATOWN LA #1,"152517171",Damian,Koreatown,34.06689,-118.29244,Entire home/apt,"99","1","83"
"21592298",Studio,"157039900",Jeff,Koreatown,34.0676,-118.29612,Entire home/apt,"100","2","0"
"21594216",Sun-soaked artist apartment in heart of Koreatown,"998713",Josh,Koreatown,34.05721,-118.3085,Entire home/apt,"75","1","0"
"21613683",Walk score!Best Price Big Private Comfy Clean Room,"29976848",Teddy,Koreatown,34.06714,-118.29465,Private room,"75","1","4"
"21624273","GORGEOUS 9 BEDROOM MANSION, 7 MINS TO HOLLYWOOD","5469474",Angel BnB’s,Koreatown,34.05356,-118.3033,Entire home/apt,"800","2","337"
"21664164",Comfortable 2 Bedroom+Den in Ktown w/ 2 parking.,"42503032",Kim,Koreatown,34.06858,-118.31418,Entire home/apt,"159","1","25"
"21665206","NEW STUDIO w Sunlight, Parking, Washer, & Dryer!","10526331",Stephanie,Koreatown,34.0762,-118.30576,Entire home/apt,"70","7","115"
"21726632",Semi-luxury 2BD/2BA in KTown/mid-Wishire + parking,"140430094",Sikiru,Koreatown,34.06511,-118.2932,Entire home/apt,"170","1","0"
"21733813",Private room in hip and central Koreatown,"107747134",Susan,Koreatown,34.05795,-118.31395,Private room,"500","3","90"
"21829306","UNBEATABLE K-TOWN Studio, 1-Block from WILTERN!","159143235",Juan,Koreatown,34.0647,-118.30646,Entire home/apt,"150","1","89"
"21853670",in-law suite with a pool in Koreatown,"53108724",Jeff,Koreatown,34.06703,-118.28711,Entire home/apt,"99","3","324"
"21865795",Trendy Urban Loft,"88606472",Kevin,Koreatown,34.07523,-118.28792,Entire home/apt,"120","2","0"
"21868281",3-NEWLY RENOVATED APARTMENT IN KOREA TOWN,"324967",Dan,Koreatown,34.07049,-118.2967,Entire home/apt,"299","3","337"
"21932027",Large Craftsman w/ Yard near Larchmont Village,"33070677",Ben,Koreatown,34.07328,-118.3124,Entire home/apt,"700","2","0"
"21949987",Cozy Bedroom with a Private Balcony View of DTLA,"124514858",Elizabeth,Koreatown,34.07439,-118.29448,Private room,"80","3","0"
"21982294",Olympic Mixed Room 1/2,"37731911",Kylie,Koreatown,34.05402,-118.31863,Shared room,"25","1","363"
"21983064",Central Koreatown Craftsman,"50287939",Brad,Koreatown,34.05519,-118.30031,Entire home/apt,"110","2","196"
"21984112",Fun modern/mid-century apartment-601,"146510590",Mark,Koreatown,34.05858,-118.29449,Entire home/apt,"100","2","167"
"21984504",K-TOWN SKY VILLA 2bd/2br Mid-Wilshire Exclusive!,"19008681",Joseph,Koreatown,34.06059,-118.29237,Entire home/apt,"199","1","307"
"22031295",Olympic Mixed Room 1/3,"37731911",Kylie,Koreatown,34.0535,-118.31711,Shared room,"25","1","172"
"22031386",Olympic Female Room 3/3,"37731911",Kylie,Koreatown,34.05432,-118.31694,Shared room,"25","1","348"
"22031538",Olympic Female Room 3/5,"37731911",Kylie,Koreatown,34.05399,-118.31847,Shared room,"25","1","179"
"22031603",Olympic Female Room 3/6,"37731911",Kylie,Koreatown,34.05396,-118.31698,Shared room,"25","1","180"
"22033000",Mid-Century Mad Men one bedroom beauty-607,"146510590",Mark,Koreatown,34.05919,-118.29563,Entire home/apt,"100","1","139"
"22180707",3 Bedroom | Free Coffee & Tea,"162042278",Lindsey Erica,Koreatown,34.06623,-118.29479,Entire home/apt,"145","2","258"
"22215097",Downtown Koreatown studio ~ middle of la & hollywd,"147431043",Chad,Koreatown,34.0648,-118.29735,Entire home/apt,"499","1","0"
"22262279",Cozy Apartment with a Private Balcony View of DTLA,"124514858",Elizabeth,Koreatown,34.07335,-118.29319,Entire home/apt,"300","1","0"
"22279739",Panoramic Condo with jetliner views of LA!,"30547737",T S L,Koreatown,34.05331,-118.29035,Entire home/apt,"249","2","253"
"22281664","Comfort Gateway in Koreatown, DowntownLA w/parking","147106089",Hometang,Koreatown,34.06696,-118.29909,Entire home/apt,"99","1","42"
"22324994",Super clean cozy private place just like your home,"96065803",Eva,Koreatown,34.06374,-118.29946,Entire home/apt,"100","3","0"
"22344001",1 bed 1 bath center of Korea town,"99152016",Namsik,Koreatown,34.05371,-118.30839,Private room,"50","1","0"
"22372147",Stanley House Spacious Family Room,"118689294",Stanley,Koreatown,34.05698,-118.32033,Private room,"80","30","164"
"22376343",Cozy Apartment in Koreatown,"163618663",Bridgit,Koreatown,34.07345,-118.2944,Private room,"70","3","0"
"22409106",Private Guest Room in Wilshire Park,"590606",Alison,Koreatown,34.0575,-118.31738,Entire home/apt,"90","2","234"
"22546268",Sunny apartment in the heart of Koreatown,"5668362",Sofia,Koreatown,34.06677,-118.29358,Entire home/apt,"170","2","0"
"22552818",Corso Buenos Aires 35 - 1st floor,"51080787",Bill,Koreatown,34.0533,-118.2906,Private room,"112","1","365"
"22574314",Studio conveniently located in the heart of LA,"126889904",Brandon,Koreatown,34.06808,-118.29591,Entire home/apt,"99","1","0"
"22599953",Beautiful Open/Spacious K-town Studio!! NEW!,"13007003",Nicky,Koreatown,34.05998,-118.2897,Entire home/apt,"70","2","7"
"22611723",Luxury Koreatown Studio Centrally Located w/View,"166401517",Stacy,Koreatown,34.06944,-118.30914,Entire home/apt,"100","2","83"
"22697459",Affordable Private Room in Korea-town,"27194041",Mustafa,Koreatown,34.06752,-118.30802,Private room,"30","15","201"
"22718186",Charming studio in Koreatown,"20120483",Mia,Koreatown,34.06922,-118.29396,Entire home/apt,"85","4","0"
"22833439",Room in Historical Larchmont/ Koreatown,"146174817",Catherine,Koreatown,34.05892,-118.31435,Private room,"40","7","0"
"22866657",Private Bedroom in Koreatown Apartment,"140075089",Massimo,Koreatown,34.06915,-118.30091,Private room,"44","1","0"
"22880366","Large, bright, colorful studio in the heart of LA","169304841",Sanura,Koreatown,34.07172,-118.29188,Entire home/apt,"80","1","0"
"22910223",Heart of Koreatown! Near the Wiltern/Hollywood/DT,"147384961",Kim,Koreatown,34.06649,-118.31005,Entire home/apt,"65","1","0"
"23023197","Sanctuary in the sky
하늘의 성소","18942084",Phil,Koreatown,34.06042,-118.29398,Private room,"100","1","89"
"23065442",Charming 1 Bedroom with Loft Office Space!,"171136720",Shary,Koreatown,34.06804,-118.28712,Entire home/apt,"70","1","0"
"23089318","Cute 1 bedroom, K-town, parking, pool & gym.","54364429",Brandi,Koreatown,34.06341,-118.29277,Entire home/apt,"108","1","0"
"23149963","NEW 2 BD/1BA w Sunlight, Parking, Washer, & Dryer!","10526331",Stephanie,Koreatown,34.0758,-118.30548,Entire home/apt,"10","9","51"
"23171507",CHARMING 1BR/1BATH APARTMENT IN KOREATOWN LA #2,"152517171",Damian,Koreatown,34.06746,-118.29234,Entire home/apt,"110","1","85"
"23184597",Cozy apartment in the heart of LA,"51956630",Cristal,Koreatown,34.0678,-118.29856,Entire home/apt,"120","2","88"
"23207880",Guest House sleeps2 w/parking close to Hollywood.,"120016074",Alex,Koreatown,34.0547,-118.31107,Entire home/apt,"89","2","165"
"23208107",COZY 2 BEDROOMS HOUSE IN  KOREA TOWN  W/PARKING.,"120016074",Alex,Koreatown,34.0561,-118.3109,Entire home/apt,"169","2","135"
"23208661",Beautiful Studio in mid-whilshire Los Angeles. +AC,"44389777",Ana,Koreatown,34.06082,-118.29095,Entire home/apt,"75","2","285"
"23269468",Great Location!! Adorable living room,"72604524",Sung,Koreatown,34.06161,-118.30112,Entire home/apt,"89","1","154"
"23270584",APT WITH CITY VIEW IN THE HEART KOREA TOWN,"4918699",Tamira,Koreatown,34.05931,-118.31132,Private room,"51","1","0"
"23312707",Cozy Renovated 1 Bdrm Koreatown Apartment,"6256586",Carmael,Koreatown,34.05892,-118.29438,Entire home/apt,"100","1","88"
"23398498",Awesome Studio Apartment in the heart of LA,"28689214",Geoffrey,Koreatown,34.05846,-118.2927,Entire home/apt,"109","1","179"
"23401851",Sunny room on JUST 10min away from downtown LA,"171291226",Roberto,Koreatown,34.06045,-118.31545,Private room,"39","3","0"
"23455102",Great rest place for the travelling person.,"99522513",Travon,Koreatown,34.065,-118.29645,Private room,"65","1","179"
"23455772",Bright loft space in heart of ktown,"10947",Jeanne,Koreatown,34.05744,-118.29165,Private room,"50","1","0"
"23468606",K-town studio,"129802276",Ashlay,Koreatown,34.0622,-118.29572,Entire home/apt,"60","1","17"
"23518186",QUIRKY 4BED/3BATH HOME CENTRAL TO ALL!,"65000336",William,Koreatown,34.0743,-118.30899,Entire home/apt,"175","2","84"
"23527893",*Modern Spanish Home in LA Best Location,"175762817",Grace,Koreatown,34.0566,-118.31866,Entire home/apt,"230","2","15"
"23547434","Sage Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05661,-118.30198,Private room,"60","1","188"
"23547848","Princess Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05659,-118.3038,Private room,"51","1","185"
