id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
"23548199","Queen Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05818,-118.30202,Private room,"55","1","209"
"23548512","Phoenix Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05614,-118.3037,Private room,"50","1","16"
"23557312",Luxury Tower Bulding,"148925927",Alik,Koreatown,34.06215,-118.29059,Private room,"80","14","0"
"23557765",1920s Art Deco Apartment Home,"63281298",Mari,Koreatown,34.07081,-118.29379,Entire home/apt,"110","2","24"
"23562862","Stunning Master, wall to Wall windows, nr Downtown","5469474",Angel BnB’s,Koreatown,34.06576,-118.30167,Private room,"79","2","288"
"23577902","Separate Entrance Back Cottage, Close to Downtown","5469474",Angel BnB’s,Koreatown,34.06579,-118.30216,Private room,"97","3","9"
"23606806",#1 Centrally Located Apt in Hip/Trendy K-Town,"176242263",Caroline,Koreatown,34.06941,-118.30296,Entire home/apt,"100","2","70"
"23607940",#2 Centrally Located 2 bed/1 bath in Koreatown,"176242263",Caroline,Koreatown,34.06892,-118.30401,Entire home/apt,"130","2","65"
"23650165","#3 Modern, Centrally Located 2 bed in K-town","176242263",Caroline,Koreatown,34.06907,-118.30292,Entire home/apt,"127","2","45"
"23664665",Quiet Koreatown Apt★Netflix★Keurig★Walkable,"162042278",Lindsey Erica,Koreatown,34.06605,-118.29546,Entire home/apt,"135","2","250"
"23665108","#4 Modern, Central Location Koreatown 1 bed Apt","176242263",Caroline,Koreatown,34.06798,-118.30261,Entire home/apt,"85","2","70"
"23701687",Koreatown - private room,"129437261",James & Hana,Koreatown,34.06512,-118.29685,Private room,"140","1","0"
"23750043",Romantic get away Studio!!,"74358671",Joha,Koreatown,34.05576,-118.3072,Entire home/apt,"80","3","256"
"23840158",Cozy Studio Apartment in the Heart of Korea Town,"97709416",Susan,Koreatown,34.056,-118.3099,Entire home/apt,"75","2","43"
"23841267",STUDIO 21 ~ Rented only on Airbnb (but in a motel),"51008136",Dennis,Koreatown,34.05918,-118.30711,Private room,"69","1","147"
"23841581",STUDIO 24 ~ Upstairs Koreatown Motel ~FREE PARKING,"51008136",Dennis,Koreatown,34.05786,-118.30565,Private room,"67","1","215"
"23841774",STUDIO 25 ~Upstair Motel Ktown by Wiltern & Subway,"51008136",Dennis,Koreatown,34.05974,-118.3068,Private room,"75","1","217"
"23841869",STUDIO 26 ~ Koreatown ~Free Parking & Walk Wiltern,"51008136",Dennis,Koreatown,34.05754,-118.30744,Private room,"76","1","298"
"23959823",Koreatown studio w/ parking 1 block from Metro.,"57161",Jefferson,Koreatown,34.07564,-118.29328,Entire home/apt,"68","2","365"
"24014720",Luxury suite in beautiful apartment,"72604524",Sung,Koreatown,34.06265,-118.29266,Entire home/apt,"149","1","17"
"24068395",Center of LA & DTLA+ FREE PARKING / WiFi / Netflix,"143767026",Michael,Koreatown,34.05514,-118.29014,Entire home/apt,"78","2","67"
"24081192",Sunny Bedroom in Ktown,"38752691",Lorenzo,Koreatown,34.0659,-118.29598,Private room,"60","1","0"
"24087987","Quiet Master, Palm Tree View,  Close to Downtown","5469474",Angel BnB’s,Koreatown,34.05528,-118.30321,Private room,"90","3","44"
"24250046",Cozy apt with 2 parking spaces in Koreatown!,"25477988",Maylisa,Koreatown,34.07305,-118.28699,Entire home/apt,"92","2","0"
"24250142",Korea town relaxing place,"182846331",Carlos,Koreatown,34.0688,-118.29231,Private room,"100","1","0"
"24280882",The LA 360,"16886555",SoCAL Hospitality,Koreatown,34.06217,-118.29081,Entire home/apt,"150","1","0"
"24311648",Cozy Private Tumblr Studio,"183411465",Aiesha,Koreatown,34.07554,-118.29322,Entire home/apt,"50","3","48"
"24348478",Good vibes studio,"58639074","Ernanda ""Indigo""",Koreatown,34.07187,-118.29734,Entire home/apt,"130","1","364"
"24395662",Hancock Park Architectural with Pool + Pool House,"37591542",Guy,Koreatown,34.05711,-118.32158,Entire home/apt,"400","7","86"
"24410923",The Betty Davis Suite,"82262620",Donna,Koreatown,34.06112,-118.31684,Entire home/apt,"150","2","1"
"24491839",The Basil | KOREATOWN Close to EVERYTHING,"146792969",Linda,Koreatown,34.07093,-118.30708,Entire home/apt,"119","2","153"
"24577777",Cozy studio in the heart of Korea Town.,"7005430",Marina,Koreatown,34.06227,-118.29738,Entire home/apt,"55","30","0"
"24671683",1-GORGEOUS RENOVATED APARTMENT IN KOREATOWN,"324967",Dan,Koreatown,34.07062,-118.29697,Entire home/apt,"299","3","317"
"24682503",Loft Room in K-Town near Downtown and Hollywood,"20824502",Yuta,Koreatown,34.0653,-118.29603,Private room,"80","7","12"
"24734092",MODEST PRIVATE ROOM,"27194041",Mustafa,Koreatown,34.06745,-118.30733,Private room,"36","10","349"
"24739159",Private Living room+Bedroom+Bath+Kitchenette,"108379628",Julie,Koreatown,34.07622,-118.30284,Entire home/apt,"103","90","115"
"24760925",2x2 bed & bath+2 parking near everything in KTown!,"66980867",David,Koreatown,34.06334,-118.29797,Entire home/apt,"175","1","353"
"24771577",Comfortable 2 bd. apt in 1920s building-504,"146510590",Mark,Koreatown,34.06055,-118.29424,Entire home/apt,"149","3","179"
"24771908",Adventurer's Corner,"36556434",Jasmin,Koreatown,34.05792,-118.2983,Entire home/apt,"79","2","101"
"24804938",Spacious 1 Bedroom in Koreatown with Parking #10,"102218492",Justin,Koreatown,34.05415,-118.30378,Entire home/apt,"125","1","202"
"24837653",NEW APT! Koreatown 2Bed/2Ba/2Parking #6,"29605081",Albert,Koreatown,34.05617,-118.30439,Entire home/apt,"99","1","303"
"24937667","Gorgeous 1920s Tudor Home, Sunny, Central & Quiet!","78917801",Christina,Koreatown,34.07479,-118.29836,Entire home/apt,"125","1","229"
"24942963","Cute Koreatown studio, close to metro &restaurants","12933512",Jensie,Koreatown,34.05866,-118.29469,Entire home/apt,"78","30","61"
"25020356",Beautiful private room & bathroom in Korea Town,"25509181",Kristina,Koreatown,34.0762,-118.30084,Private room,"50","2","83"
"25086110",Chic New York style apartment,"168013358",Calley,Koreatown,34.06744,-118.29553,Entire home/apt,"200","1","89"
"25115009",Upscale freshly built 3 stories ultra modern condominium in the heart of the city!,"22897301",Jihane,Koreatown,34.05766,-118.3132,Private room,"97","2","0"
"25257942",Trendy Koreatown 1 bedroom with Parking (#22),"102218492",Justin,Koreatown,34.05583,-118.30537,Entire home/apt,"175","1","249"
"25259975",Luxurious High Rise Apartment/Great Location DTLA,"72604524",Sung,Koreatown,34.0619,-118.29058,Entire home/apt,"169","1","163"
"25359357",SUPER DEAL the HEART of LA POOL GYM BBQ PARKING &,"191495668",Ivas & Alex,Koreatown,34.06372,-118.29479,Private room,"65","1","69"
"25455386",J & J Koreatown studio apartment,"20515610",Jelena,Koreatown,34.07132,-118.29486,Entire home/apt,"99","1","50"
"25492040",1 Bedroom  Unit With View on DT and Hollywood Sign,"11528937",Johnny,Koreatown,34.07082,-118.29919,Entire home/apt,"160","2","252"
"25555633",Sale I New I Modern I Spacious I Studio I Wifi,"22830845",La,Koreatown,34.06728,-118.29779,Entire home/apt,"115","1","171"
"25578357",Charming Quiet Studio in the Heart of Koreatown,"109929178",Guy,Koreatown,34.0694,-118.30333,Entire home/apt,"91","1","316"
"25686474","Cozy, Sun-filled Koreatown apartment in the trees","8860219",Akua,Koreatown,34.07176,-118.29784,Entire home/apt,"125","3","0"
"25806952",Refresh in the Dreamy Pastel-Pink Shower at a Chic Retreat,"5469474",Angel BnB’s,Koreatown,34.05554,-118.30211,Private room,"93","2","110"
"25811360",SUPER DEAL IN KOREATOWN MASTER BDRM POOL GYM & P,"191495668",Ivas & Alex,Koreatown,34.0657,-118.2934,Private room,"69","1","84"
"25819554",Modern Studio w/Parking @ctr of Koreatown &DTLA,"147106089",Hometang,Koreatown,34.06569,-118.29784,Entire home/apt,"119","1","37"
"25864045",KT’s 420friendly  place of peace awaits ,"75412426",Kristine,Koreatown,34.06805,-118.29891,Shared room,"40","1","0"
"25915458",Adequate Crash Pad for Central-East LA Trip,"84351359",John,Koreatown,34.06863,-118.29829,Entire home/apt,"65","2","0"
"25971257","❤️ Love LA. 7 People, Clean! Brand New, Great Value","195209232",Jacob,Koreatown,34.05336,-118.30503,Entire home/apt,"151","1","323"
"25980324",Room 1,"195240937",Jenny,Koreatown,34.05404,-118.31546,Private room,"80","1","173"
"25980867",KOREATOWN! Cute 1 bedroom near Koreatown,"106067794",Chevelle,Koreatown,34.07145,-118.29645,Entire home/apt,"150","1","132"
"26043733",Room #2,"195240937",Jenny,Koreatown,34.05294,-118.31647,Private room,"80","1","169"
"26043897",Room 3,"195240937",Jenny,Koreatown,34.05367,-118.31467,Private room,"110","1","174"
"26085558",Los Angeles - GRAND Private Room AND Bathroom!,"193799167",Andy,Koreatown,34.0692,-118.30519,Private room,"70","1","175"
"26085692",Cute and spacious studio apartment in K-Town,"89360",Nicole,Koreatown,34.06439,-118.29624,Entire home/apt,"75","2","0"
"26107641",Los Angeles - Spacious Private Room AND Bathroom!,"193799167",Andy,Koreatown,34.07097,-118.30308,Private room,"70","1","157"
"26108163",Los Angeles - REMODELED Private Room AND Bathroom!,"193799167",Andy,Koreatown,34.07048,-118.30321,Private room,"70","1","200"
"26108543",Los Angeles - LOVELY Private Room AND Bathroom!,"193799167",Andy,Koreatown,34.06866,-118.30336,Private room,"70","1","200"
"26236760",Beautiful apartment in the heart of Koreatown,"1404401",Leon,Koreatown,34.05757,-118.30467,Entire home/apt,"70","1","8"
"26330684",5000 SqFt Mansion Country Home 7 mins to Downtown,"5469474",Angel BnB’s,Koreatown,34.05524,-118.30239,Entire home/apt,"1150","1","365"
"26336383","Heart of Koreatown Walk to Metro, Near Downtown","9616306",Emer,Koreatown,34.07472,-118.29755,Entire home/apt,"90","31","363"
"26366965",Private room w/parking in the heart of Korea town,"77048998",J.J.,Koreatown,34.0624,-118.30809,Private room,"42","2","253"
"26412108",Unique Loft Apartment in Silverlake L.A- sleeps 2,"5535189",Jessica,Koreatown,34.07572,-118.28891,Entire home/apt,"110","3","266"
"26430940","Rose Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05665,-118.30256,Private room,"48","1","165"
"26532950",Best Value - Old World Charm - Big Studio -,"9492584",Scott,Koreatown,34.06985,-118.29377,Entire home/apt,"69","1","102"
"26536654",Heaven on LA Downtown 2 Bedroom Furnished Apt.,"16644446",Corporate,Koreatown,34.06152,-118.29077,Entire home/apt,"379","3","176"
"26539722",Bachelor Apartment in Korea town Los Angeles,"199068651",Elena,Koreatown,34.05736,-118.30387,Entire home/apt,"65","2","0"
"26647563",⭐Private 2 Bdrm Apartment in Central L.A.⭐,"171136720",Shary,Koreatown,34.07129,-118.28708,Entire home/apt,"110","4","41"
"26694662",Exclusive 2br home,"124088091",Ron,Koreatown,34.05466,-118.30967,Entire home/apt,"112","2","350"
"26715762","Luxury Oasis, expansive views of downtown skyline","30547737",T S L,Koreatown,34.06039,-118.2913,Entire home/apt,"249","2","175"
"26718209",The Pearl \ Premium Room At Wilshire Koreatown,"200908292",Nancy & Tom,Koreatown,34.06666,-118.29562,Private room,"75","2","0"
"26744128",****Loft style apt in K-Town close to DTLA #,"51348906",Modernstay,Koreatown,34.054,-118.30374,Entire home/apt,"115","1","1"
"26753985",T.V. Producers 2Br Retreat,"124088091",Ron,Koreatown,34.05441,-118.31105,Entire home/apt,"112","2","84"
"26882398",Clean room with one spot parking,"136538649",Hanna,Koreatown,34.06029,-118.2949,Private room,"47","7","256"
"26902205",Quaint Private Fireplace in bedroom,"36300919",David,Koreatown,34.05593,-118.30102,Private room,"59","1","82"
"26994217",*** Cozy Mid - Los Angeles Apartment Korea town,"203102138",Modernstay Ktown,Koreatown,34.05542,-118.30178,Entire home/apt,"100","2","89"
"26998584",Small and simple,"140130872",Stioan,Koreatown,34.07117,-118.2888,Private room,"40","2","232"
"27115227",Koreatown Apartment Close to Downtown LA,"79489262",Jenny,Koreatown,34.06731,-118.29355,Private room,"100","3","0"
"27141722","King Private Room - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05771,-118.30455,Private room,"48","1","153"
"27207386",3BEDS High-Rise Spectacular view Apartment,"204890498",Sonya,Koreatown,34.06113,-118.29068,Entire home/apt,"259","1","88"
"27267742",Comfy Room to rest while exploring Los Angeles,"205378036",Kattrea,Koreatown,34.05771,-118.29314,Private room,"70","2","255"
"27268034","Spacious room in the heart of LA, near metro (11)","205378036",Kattrea,Koreatown,34.05765,-118.29199,Private room,"90","2","172"
"27312254",Los Angeles Apartment,"205776944",Alex,Koreatown,34.06516,-118.29698,Entire home/apt,"85","1","158"
"27312419",K-Town Home in Los Angeles (Private Room),"205608991",Igor R.,Koreatown,34.07391,-118.30713,Private room,"48","2","0"
"27329018",A charming artsy 1930s studio in Koreatown,"205719677",Teo,Koreatown,34.05844,-118.29301,Entire home/apt,"85","30","199"
"27342524","Central, ARTSY flat, GR8View, natural light, metro","206054528",Austin,Koreatown,34.065,-118.31257,Entire home/apt,"85","3","89"
"27408037",Los Angeles House ( Private Room),"205608991",Igor R.,Koreatown,34.07393,-118.3083,Private room,"48","2","170"
"27468467",Private Bedroom & Bathroom in Koreatown,"207003957",Avalon,Koreatown,34.06798,-118.29482,Private room,"70","1","1"
"27508848",Los Angeles House (2) (Private room),"205608991",Igor R.,Koreatown,34.07303,-118.30651,Private room,"39","1","0"
"27557099",⚡️❤️ Best 2 Bedroom 2 Bath in Heart of LA(K-town),"198547956",Sophia,Koreatown,34.06835,-118.29527,Entire home/apt,"194","1","259"
"27574930",Cute private upstairs room with Queen Bed,"36300919",David,Koreatown,34.05499,-118.30074,Private room,"45","1","156"
"27643289",⚡️❤️ Musician's House: 2Bed 2Bath (Heart of LA),"208610860",Joel,Koreatown,34.06727,-118.29517,Entire home/apt,"153","1","149"
"27656565",Craftsman Home 3BD/ 2.5 BR/ On-site Parking,"64705974",Oscar,Koreatown,34.05913,-118.31869,Entire home/apt,"360","2","31"
"27684157",K-Town House in LA (2) ( Private room ),"205608991",Igor R.,Koreatown,34.07522,-118.30828,Private room,"39","2","0"
"27735738","KTown✭Downtown✭Walkscore 95✭Fast Wi-Fi✭55"" HDTV","130185502",Carol,Koreatown,34.05406,-118.30083,Entire home/apt,"125","2","172"
"27809132","Beautiful cozy studio, amazing view, lots of light","174834276",Renato,Koreatown,34.06494,-118.31344,Entire home/apt,"80","1","0"
"27852567",Small private bedroom at K Town,"205608991",Igor R.,Koreatown,34.07394,-118.30806,Private room,"49","2","0"
"27874986",Cloud Room in the heart of Los Angeles. Near metro,"205378036",Kattrea,Koreatown,34.059,-118.29282,Private room,"75","2","358"
"27875097",Comfortable room to share with friends near Metro.,"210573068",Kat,Koreatown,34.059,-118.29361,Private room,"75","2","177"
"27910853",Central*4 Queen Beds*Netflix*Coffee!,"89155282",Rebecca And Erica,Koreatown,34.06594,-118.29461,Entire home/apt,"175","2","236"
"28011468",Center of LA & DTLA + FREE WiFi / Netflix!,"143767026",Michael,Koreatown,34.05638,-118.30047,Entire home/apt,"78","2","53"
"28032000",Escape to High-Rise Luxury Los Angeles Skyviews,"35631017",Dee,Koreatown,34.06119,-118.2903,Entire home/apt,"299","2","174"
"28037194",BRAND NEW! Koreatown 2Bed/2Ba/2Parking #7,"29605081",Albert,Koreatown,34.05732,-118.30388,Entire home/apt,"99","1","329"
"28080919",Spacious Loft Style Studio in the heart of LA,"28472189",Michelle,Koreatown,34.05734,-118.30696,Entire home/apt,"100","1","6"
"28186006",Centrally-Located Modern Los Angeles Apartment,"63442809",Courtney,Koreatown,34.06746,-118.29931,Entire home/apt,"120","2","0"
"28197839",Luxury in Koreatown,"101388075",Imogene,Koreatown,34.06011,-118.30477,Entire home/apt,"99","1","36"
"28200849",Cook from the Vegetable Garden at a Pastel-hued Gallery Home,"53108724",Jeff,Koreatown,34.06705,-118.28865,Entire home/apt,"99","4","234"
"28229319",Couch surf,"94132766",Arlene,Koreatown,34.05582,-118.30447,Shared room,"23","1","179"
"28281498","JOY Private Master Bedroom  in Koreatown, LA","142065266",Danny,Koreatown,34.05608,-118.30442,Private room,"60","2","218"
"28283946",Luxurious  High Rise Penthouse amazing view!!,"72604524",Sung,Koreatown,34.06275,-118.28943,Entire home/apt,"169","1","75"
"28339891",K-town Master bed suite with view Balcony,"154230560",John,Koreatown,34.05388,-118.31633,Private room,"80","2","133"
"28340263",Luxury Suite with Private Bathroom in Koreatown!,"143767026",Michael,Koreatown,34.05881,-118.3034,Private room,"68","3","5"
"28387562",**LUXURY HIGH RISE** 2BD/2BTH - PRESIDENTIAL SUITE,"214316192",Vincent,Koreatown,34.05981,-118.29057,Entire home/apt,"178","1","4"
"28392183",Charming Apartment in Mid L.A ( great location ),"82732498",Claudis,Koreatown,34.05749,-118.30577,Entire home/apt,"60","1","0"
"28415143",Cozy room close to Hollywood & the Grove,"214530899",Manuel,Koreatown,34.06621,-118.31282,Private room,"45","1","0"
"28446186",Southwest Studio-Like Huge Rm Sleeps 3 nr Downtown,"5469474",Angel BnB’s,Koreatown,34.05569,-118.30384,Private room,"93","2","8"
"28552820",Cozyplace,"24623746",Travel,Koreatown,34.05995,-118.29072,Private room,"95","2","0"
"28590701",MODERN 1BR + FREE PARKING / WiFi  / Center of LA!,"143767026",Michael,Koreatown,34.05867,-118.30103,Entire home/apt,"89","2","49"
"28618939",Great Small cozy room near metro to explore L.A.,"210573068",Kat,Koreatown,34.05907,-118.29184,Private room,"60","2","253"
"28640141",Great Location and amazing place!,"72604524",Sung,Koreatown,34.05906,-118.29977,Entire home/apt,"129","1","64"
"28665341",Cozy Studio near Wilshire/Vermont,"2421431",Phil,Koreatown,34.06484,-118.29236,Entire home/apt,"78","2","275"
"28666443",Entire beautiful studio LA/Turo car rent if needed,"44284009",George,Koreatown,34.05975,-118.29011,Entire home/apt,"85","2","322"
"28714308",***Best private room in LA***,"190220482",Ugi,Koreatown,34.06817,-118.28736,Private room,"59","1","117"
"28782915",Semi-private cozy and convenient place in K-town.,"23862159",Liz & Willy,Koreatown,34.06487,-118.31173,Shared room,"60","2","88"
"28784943","Cozy small room in Los Angeles, close to Hollywood","205378036",Kattrea,Koreatown,34.0581,-118.29377,Private room,"50","2","158"
"28790219",Centrally located oasis in the heart of LA (2.2),"210573068",Kat,Koreatown,34.05877,-118.29312,Private room,"70","2","263"
"28922700",Cozy & Bright Room in the Heart of K-Town,"36478141",Sharon,Koreatown,34.06076,-118.29409,Private room,"85","1","256"
"29045481",Luxurious Designer LA Condo,"11733174",James,Koreatown,34.06088,-118.30483,Entire home/apt,"200","1","349"
"29125513",PENTHOUSE 1BR+ FREE PARKING / WiFi / Center of LA!,"143767026",Michael,Koreatown,34.05984,-118.30005,Entire home/apt,"89","2","65"
"29160965",Very Clean Remodeled Private Room - 301,"218623038",Youngjin,Koreatown,34.0529,-118.31622,Private room,"100","1","167"
"29187619",⚡️❤️ Cozy 1BED in the heart of lalaland,"208610860",Joel,Koreatown,34.06465,-118.30484,Entire home/apt,"102","1","107"
"29208542",sofa bed living room in the heart of LA,"1277627",Marco,Koreatown,34.06541,-118.30418,Private room,"60","6","0"
"29209904","Private room no.1 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05738,-118.31051,Private room,"45","1","362"
"29210645","Private room no.2 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05751,-118.31222,Private room,"39","1","313"
"29210908","Private room no. 7 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05698,-118.31044,Private room,"45","1","362"
"29238193",Spacious King Bedroom Suite in Historic Beauty,"36300919",David,Koreatown,34.05602,-118.30089,Private room,"57","1","5"
"29242945","Private room no. 5 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05715,-118.31087,Private room,"45","1","363"
"29343468",Super clean private cozy place just like your home,"96065803",Eva,Koreatown,34.0648,-118.29767,Entire home/apt,"90","4","232"
"29363317",Loft style studio at the Abbey apartments,"146308205",Bryan,Koreatown,34.06415,-118.29831,Entire home/apt,"115","2","348"
"29390432",Hancock Park / Windsor square studio,"58243169",Simone,Koreatown,34.07275,-118.31224,Entire home/apt,"80","1","166"
"29421444",Sale I New I Modern I Spacious I Studio I Wifi,"22830845",La,Koreatown,34.06472,-118.29858,Entire home/apt,"120","1","145"
"29488894",Hip Apartment with a City-View Balcony,"193542335",Jack,Koreatown,34.06032,-118.30641,Entire home/apt,"200","1","322"
"29517377",Luxury studio Los Angeles/Turo car rent if needed,"44284009",George,Koreatown,34.06001,-118.29102,Entire home/apt,"85","2","331"
"29560380","Spacious Studio in Koreatown, Heart of Los Angeles","93951390",Zaki,Koreatown,34.05855,-118.29009,Entire home/apt,"56","2","0"
"29562242",ROOM SuperDeal the HEART of LA POOL GYM  PARKING &,"191495668",Ivas & Alex,Koreatown,34.06472,-118.295,Private room,"75","1","260"
"29563284",BRIGHT Cozy place in the heart of LA great view,"222575688",Althea,Koreatown,34.06759,-118.30045,Entire home/apt,"100","2","364"
"29569066",LA luxury Apt -further avail. dates please message,"63442809",Courtney,Koreatown,34.06682,-118.29983,Entire home/apt,"135","2","0"
"29597021",VENICE ROOM IN KOREATOWN,"102022401",Jen,Koreatown,34.05617,-118.31007,Private room,"53","2","49"
"29613837","Private room no. 3 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05755,-118.31033,Private room,"45","1","323"
"29619029","Huge, Private 2 Bedroom in Koreatown","171136720",Shary,Koreatown,34.07084,-118.28813,Entire home/apt,"85","3","15"
"29629663",The Wiltern Theatre Room in Koreatown,"102022401",Jen,Koreatown,34.05586,-118.31134,Private room,"49","2","64"
"29631285",Cozy Chic Koreatown oasis w/view of Hollywood sign,"50342041",Cole,Koreatown,34.06906,-118.30094,Entire home/apt,"78","2","29"
"29635454",The Little Green Room in Koreatown,"102022401",Jen,Koreatown,34.05737,-118.31003,Private room,"49","2","84"
"29638403",The City Room in Koreatown,"102022401",Jen,Koreatown,34.05583,-118.31158,Private room,"49","2","75"
"29676502",Modern Koreatown Apartment,"29594720",Mike,Koreatown,34.06403,-118.28877,Private room,"80","1","0"
"29756638",洛杉矶的多单元大厦,"173863455",Jiakai,Koreatown,34.0607,-118.29055,Private room,"36","1","0"
"29807937",Sale I Clean I New I Modern I Spacious I Parking,"22830845",La,Koreatown,34.06543,-118.29819,Entire home/apt,"145","1","124"
"29808871",Clean I New I Modern I 3beds I 1b1b I Parking,"22830845",La,Koreatown,34.06539,-118.29865,Entire home/apt,"140","1","133"
"29810761",Clean I Modern I Spacious I Studio I Parking I NEW,"22830845",La,Koreatown,34.06133,-118.28967,Entire home/apt,"120","1","173"
"29812911",Clean I New I Modern I Spacious I Studio I Parking,"22830845",La,Koreatown,34.05969,-118.29108,Entire home/apt,"135","1","268"
"29876832","Trendy Koreatown 1 Bed, with Parking (4)","23985616",Catrina,Koreatown,34.05427,-118.30395,Entire home/apt,"135","1","116"
"29879824","Bright and Beautiful Koreatown 1 Bed, w/Parking(2)","23985616",Catrina,Koreatown,34.05547,-118.30354,Entire home/apt,"135","1","108"
"29880004","Comfortable 1 Bed in Koreatown, with Parking (1)","23985616",Catrina,Koreatown,34.0543,-118.30532,Entire home/apt,"135","1","71"
"29899791","Private room no. 4 - Korea-town, Central LA","175918088",Virginia,Koreatown,34.05699,-118.31116,Private room,"45","1","364"
"29906254",koreatown Private bed + private bath,"14462277",Dany,Koreatown,34.05365,-118.31204,Private room,"45","1","98"
"29925870",A Newly decorated spacious Studio in  Koreatown.,"225005869",Zolzaya,Koreatown,34.06968,-118.29629,Entire home/apt,"70","1","0"
"29970549",5 STARs Private Room - Central Location to LA,"142065266",Danny,Koreatown,34.0572,-118.30409,Private room,"45","1","218"
"29995565",Private Koreatown/Hancock Park Large 1 Bedroom,"14907660",Sinta,Koreatown,34.06923,-118.31211,Entire home/apt,"76","3","0"
"30024333",Studio in a great location!,"55055677",Riccardo,Koreatown,34.05703,-118.30504,Entire home/apt,"85","3","88"
"30086915",Manhattan Court,"226075341",Alex,Koreatown,34.07257,-118.30976,Entire home/apt,"500","2","0"
"30094649",Sale I Modern I Kingbed I Parking I Location I New,"22830845",La,Koreatown,34.06539,-118.29839,Entire home/apt,"155","1","146"
"30096717",CHARMING 1BR/1BATH APARTMENT IN KOREATOWN LA #3,"152517171",Damian,Koreatown,34.06608,-118.29461,Entire home/apt,"105","1","58"
"30110803","Bright, clean room in Koreatown 87 Walk Score!","124539535",Esther,Koreatown,34.07015,-118.29881,Private room,"70","1","0"
"30160758",Entire Apartment- Comfy and Quiet.,"215771588",Seble,Koreatown,34.06513,-118.30408,Entire home/apt,"85","7","48"
"30256248",Peaceful Los Angeles Penthouse Apartment Views,"227049383",Carl,Koreatown,34.06179,-118.29006,Entire home/apt,"180","1","364"
"30272406",A Spacious apartment in the heart of Koreatown,"225005869",Zolzaya,Koreatown,34.06656,-118.29744,Entire home/apt,"70","1","0"
"30281060",Modern Artistic Loft Cool View and Free Parking,"227049383",Carl,Koreatown,34.06047,-118.29078,Private room,"110","1","90"
"30382018",LA KoreaTown Historical Zone House Cozy Room!,"228158125",InOk,Koreatown,34.05317,-118.31678,Private room,"59","1","165"
"30391694","Bright 1BR Koreatown, Gym + Pool, walk to Wilshire by Blueground","107434423",Blueground,Koreatown,34.05963,-118.29292,Entire home/apt,"139","30","326"
"30399402",Studio Apartment in the heart of Koretown!,"199103508",Dyemond,Koreatown,34.06079,-118.28923,Entire home/apt,"69","2","110"
"30423054",5-STAR LA PENTHOUSE FLAT // KING-SUITE + DTLA VIEW,"16472083",Lia,Koreatown,34.06094,-118.29032,Entire home/apt,"149","2","59"
"30463048",Great for a group to explore LA. Close to Metro,"205378036",Kattrea,Koreatown,34.05763,-118.29215,Entire home/apt,"420","2","234"
"30464134",Modern 1BR in the heart of Koreatown w/ Gym + Spa by Blueground,"107434423",Blueground,Koreatown,34.05928,-118.29235,Entire home/apt,"143","30","334"
"30505952",K-Town Penthouse - Discounted!!!!,"227340438",Addison,Koreatown,34.06139,-118.29228,Entire home/apt,"499","2","71"
"30530675",Cozy room in beautiful and well situated flat.,"124310063",Ricardo,Koreatown,34.0747,-118.30084,Private room,"30","10","0"
"30562417",LA 2BD/2BA 2x QUEEN SUITE + LA SKYLINE VIEWS ⭐⭐⭐⭐⭐,"16472083",Lia,Koreatown,34.06166,-118.28989,Entire home/apt,"199","2","38"
"30675612",Great futon in the heart of Los Angeles,"190220482",Ugi,Koreatown,34.06891,-118.28715,Shared room,"25","1","348"
"30693063",LA 2BED/2BATH EXEC SUITE + MILLION DOLLAR VIEWS,"16472083",Lia,Koreatown,34.06057,-118.29005,Entire home/apt,"199","2","44"
"30702068",Private room! Trendy NW corner of LA's Koreatown!,"30792072",Jeanette,Koreatown,34.0703,-118.31138,Private room,"55","2","73"
"30710012",BOUTIQUE LA 2BED/2BATH SKY SUITE + VIEWS ⭐⭐⭐⭐⭐,"16472083",Lia,Koreatown,34.06172,-118.29097,Entire home/apt,"199","2","35"
"30710946",5-STAR 2BED/2BATH DTLA + HOLLYWOOD SIGN SKY SUITE,"16472083",Lia,Koreatown,34.06011,-118.29009,Entire home/apt,"199","2","53"
"30742483",*Modern Spanish Home in LA Best Location 2,"175762817",Grace,Koreatown,34.0589,-118.31937,Entire home/apt,"230","2","15"
"30756532",Couch Space in Koreatown,"230150301",Brian,Koreatown,34.06434,-118.30577,Shared room,"30","1","0"
"30768086",Upscale & Spacious HIGH CEILING Penthouse/CityView,"230221659",Gordon,Koreatown,34.06143,-118.30111,Private room,"75","1","317"
"30769632",2BD/2BA LA PENTHOUSE SKY HOME + HOLLYWOOD VIEWS,"16472083",Lia,Koreatown,34.06157,-118.29015,Entire home/apt,"199","2","35"
